Malaysia & Singapore,New,Order,Family,Full Location,Date,ID,Location,Rarity,Fam,Freq,Features,Key,Category 1,Category 2,Photo,SGroup
Short-tailed Babbler,Yes,PASSERIFORMES,Ground Babblers and Allies,SG-SungeiBuloh-Aug-099,2026-08-10,8349,S-SBuloh,I-099,New,3,,2,,Infrequent,,Babblers
Short-tailed Babbler,Yes,PASSERIFORMES,Ground Babblers and Allies,MY-SepilokRDC-Aug-110,2026-08-10,8349,Sepilok,I-110,New,3,,3,,Infrequent,,Babblers
White-chested Babbler,Yes,PASSERIFORMES,Ground Babblers and Allies,MY-SepilokRDC-Aug-121,2026-08-10,8355,Sepilok,I-121,New,1,,1,Sepilok only,Infrequent,,Babblers
Ferruginous Babbler,Yes,PASSERIFORMES,Ground Babblers and Allies,MY-TemanNegara-Aug-132,2026-08-10,8356,Mutiara,I-132,New,2,,1,,Infrequent,,Babblers
Ferruginous Babbler,Yes,PASSERIFORMES,Ground Babblers and Allies,MY-SepilokRDC-Aug-154,2026-08-10,8356,Sepilok,I-154,New,2,,2,,Infrequent,,Babblers
Striped Wren-Babbler,Yes,PASSERIFORMES,Ground Babblers and Allies,MY-TemanNegara-Aug-149,2026-08-10,8369,Mutiara,I-149,New,1,,1,Mutiara only,Infrequent,,Babblers
Abbott's Babbler,Yes,PASSERIFORMES,Ground Babblers and Allies,MY-TemanNegara-Aug-021,2026-08-10,8370,Mutiara,C-021,New,3,,1,,,,Babblers
Abbott's Babbler,Yes,PASSERIFORMES,Ground Babblers and Allies,SG-PalauUbin-Aug-071,2026-08-10,8370,S-PUbin,I-071,New,3,,2,,,,Babblers
Abbott's Babbler,Yes,PASSERIFORMES,Ground Babblers and Allies,SG-SungeiBuloh-Aug-094,2026-08-10,8370,S-SBuloh,I-094,New,3,,3,,,,Babblers
Horsfield's Babbler,Yes,PASSERIFORMES,Ground Babblers and Allies,MY-TemanNegara-Aug-163,2026-08-10,8371,Mutiara,I-163,New,1,,1,Mutiara only,Infrequent,,Babblers
Brown Fulvetta,Yes,PASSERIFORMES,Laughingthrushes and Allies,MY-TemanNegara-Aug-144,2026-08-10,8390,Mutiara,I-144,,1,,1,Mutiara only,Infrequent,,Babblers
White-crested Laughingthrush,Yes,PASSERIFORMES,Laughingthrushes and Allies,SG-SungeiBuloh-Aug-065,2026-08-10,8493,S-SBuloh,C-065,,1,,1,Sing only,,,Babblers
Velvet-fronted Nuthatch,Yes,PASSERIFORMES,Nuthatches,MY-SepilokRDC-Aug-069,2026-08-10,8544,Sepilok,C-069,,1,,1,Sepilok only,,,Reed & Leaf
Asian Glossy Starling,No,PASSERIFORMES,Starlings,SG-SungeiBuloh-Aug-003,2026-08-10,8724,S-SBuloh,C-003,,5,,1,Widespread,,Yes,Bulbul & Star
Asian Glossy Starling,No,PASSERIFORMES,Starlings,MY-KL-FRIM-Aug-005,2026-08-17,8724,FRIM,C-005,,5,,2,Widespread,,Yes,Bulbul & Star
Asian Glossy Starling,No,PASSERIFORMES,Starlings,MY-SepilokRDC-Aug-005,2026-08-10,8724,Sepilok,C-005,,5,,3,Widespread,,Yes,Bulbul & Star
Asian Glossy Starling,No,PASSERIFORMES,Starlings,SG-PalauUbin-Aug-008,2026-08-10,8724,S-PUbin,C-008,,5,,4,Widespread,,Yes,Bulbul & Star
Asian Glossy Starling,No,PASSERIFORMES,Starlings,MY-TemanNegara-Aug-050,2026-08-10,8724,Mutiara,C-050,,5,,5,Widespread,,Yes,Bulbul & Star
Common Hill Myna,Yes,PASSERIFORMES,Starlings,MY-SepilokRDC-Aug-038,2026-08-10,8747,Sepilok,C-038,,4,,1,,,,Bulbul & Star
Common Hill Myna,Yes,PASSERIFORMES,Starlings,MY-TemanNegara-Aug-041,2026-08-10,8747,Mutiara,C-041,,4,,2,,,,Bulbul & Star
Common Hill Myna,Yes,PASSERIFORMES,Starlings,SG-SungeiBuloh-Aug-044,2026-08-10,8747,S-SBuloh,C-044,,4,,3,,,,Bulbul & Star
Common Hill Myna,Yes,PASSERIFORMES,Starlings,MY-KL-FRIM-Aug-058,2026-08-17,8747,FRIM,I-058,,4,,4,,,,Bulbul & Star
Common Myna,No,PASSERIFORMES,Starlings,MY-KL-FRIM-Aug-014,2026-08-17,8771,FRIM,C-014,,3,,1,,,Yes,Bulbul & Star
Common Myna,No,PASSERIFORMES,Starlings,SG-PalauUbin-Aug-024,2026-08-10,8771,S-PUbin,C-024,,3,,2,,,Yes,Bulbul & Star
Common Myna,No,PASSERIFORMES,Starlings,SG-SungeiBuloh-Aug-074,2026-08-10,8771,S-SBuloh,C-074,,3,,3,,,Yes,Bulbul & Star
Javan Myna,No,PASSERIFORMES,Starlings,SG-PalauUbin-Aug-001,2026-08-10,8777,S-PUbin,C-001,,5,,1,Widespread,,Yes,Bulbul & Star
Javan Myna,No,PASSERIFORMES,Starlings,SG-SungeiBuloh-Aug-001,2026-08-10,8777,S-SBuloh,C-001,,5,,2,Widespread,,Yes,Bulbul & Star
Javan Myna,No,PASSERIFORMES,Starlings,MY-KL-FRIM-Aug-006,2026-08-17,8777,FRIM,C-006,,5,,3,Widespread,,Yes,Bulbul & Star
Javan Myna,No,PASSERIFORMES,Starlings,MY-SepilokRDC-Aug-020,2026-08-10,8777,Sepilok,C-020,,5,,4,Widespread,,Yes,Bulbul & Star
Javan Myna,No,PASSERIFORMES,Starlings,MY-TemanNegara-Aug-079,2026-08-10,8777,Mutiara,C-079,,5,,5,Widespread,,Yes,Bulbul & Star
Crested Myna,No,PASSERIFORMES,Starlings,MY-SepilokRDC-Aug-147,2026-08-10,8781,Sepilok,I-147,,1,,1,Sepilok only,Infrequent,Yes,Bulbul & Star
Brown-streaked Flycatcher,Yes,PASSERIFORMES,Old World Flycatchers,SG-SungeiBuloh-Aug-095,2026-08-10,9066,S-SBuloh,I-095,,3,,1,,Infrequent,,Stately Perchers
Brown-streaked Flycatcher,Yes,PASSERIFORMES,Old World Flycatchers,SG-PalauUbin-Aug-102,2026-08-10,9066,S-PUbin,I-102,,3,,2,,Infrequent,,Stately Perchers
Brown-streaked Flycatcher,Yes,PASSERIFORMES,Old World Flycatchers,MY-SepilokRDC-Aug-133,2026-08-10,9066,Sepilok,I-133,,3,,3,,Infrequent,,Stately Perchers
Oriental Magpie-Robin,No,PASSERIFORMES,Old World Flycatchers,MY-KL-FRIM-Aug-001,2026-08-17,9114,FRIM,C-001,,5,,1,Widespread,,Yes,Stately Perchers
Oriental Magpie-Robin,No,PASSERIFORMES,Old World Flycatchers,MY-TemanNegara-Aug-001,2026-08-10,9114,Mutiara,C-001,,5,,2,Widespread,,Yes,Stately Perchers
Oriental Magpie-Robin,No,PASSERIFORMES,Old World Flycatchers,SG-PalauUbin-Aug-011,2026-08-10,9114,S-PUbin,C-011,,5,,3,Widespread,,Yes,Stately Perchers
Oriental Magpie-Robin,No,PASSERIFORMES,Old World Flycatchers,SG-SungeiBuloh-Aug-023,2026-08-10,9114,S-SBuloh,C-023,,5,,4,Widespread,,Yes,Stately Perchers
Oriental Magpie-Robin,No,PASSERIFORMES,Old World Flycatchers,MY-SepilokRDC-Aug-046,2026-08-10,9114,Sepilok,C-046,,5,,5,Widespread,,Yes,Stately Perchers
White-rumped Shama,No,PASSERIFORMES,Old World Flycatchers,MY-TemanNegara-Aug-004,2026-08-10,9119,Mutiara,C-004,,4,,1,,,Yes,Stately Perchers
White-rumped Shama,No,PASSERIFORMES,Old World Flycatchers,SG-PalauUbin-Aug-049,2026-08-10,9119,S-PUbin,C-049,,4,,2,,,Yes,Stately Perchers
White-rumped Shama,No,PASSERIFORMES,Old World Flycatchers,MY-KL-FRIM-Aug-057,2026-08-17,9119,FRIM,I-057,,4,,3,,,Yes,Stately Perchers
White-rumped Shama,No,PASSERIFORMES,Old World Flycatchers,SG-SungeiBuloh-Aug-108,2026-08-10,9119,S-SBuloh,I-108,,4,,4,,,Yes,Stately Perchers
White-crowned Shama,Yes,PASSERIFORMES,Old World Flycatchers,MY-SepilokRDC-Aug-047,2026-08-10,9121,Sepilok,C-047,,1,,1,Sepilok only,,,Stately Perchers
Verditer Flycatcher,Yes,PASSERIFORMES,Old World Flycatchers,MY-SepilokRDC-Aug-091,2026-08-10,9150,Sepilok,C-091,,1,,1,Sepilok only,,,Stately Perchers
Pale Blue Flycatcher,Yes,PASSERIFORMES,Old World Flycatchers,MY-TemanNegara-Aug-175,2026-08-10,9161,Mutiara,I-175,,1,,1,Mutiara only,Infrequent,,Stately Perchers
Indochinese Blue Flycatcher,Yes,PASSERIFORMES,Old World Flycatchers,MY-TemanNegara-Aug-156,2026-08-10,9174,Mutiara,I-156,,1,,1,Mutiara only,Infrequent,,Stately Perchers
White-crowned Forktail,Yes,PASSERIFORMES,Old World Flycatchers,MY-TemanNegara-Aug-104,2026-08-10,9266,Mutiara,I-104,,1,,1,Mutiara only,Infrequent,,Stately Perchers
Chestnut-naped Forktail,Yes,PASSERIFORMES,Old World Flycatchers,MY-TemanNegara-Aug-107,2026-08-10,9270,Mutiara,I-107,,1,,1,Mutiara only,Infrequent,,Stately Perchers
Rufous-chested Flycatcher,Yes,PASSERIFORMES,Old World Flycatchers,MY-TemanNegara-Aug-117,2026-08-10,9313,Mutiara,I-117,,1,,1,Mutiara only,Infrequent,,Stately Perchers
Yellow-breasted Flowerpecker,Yes,PASSERIFORMES,Flowerpeckers,MY-TemanNegara-Aug-054,2026-08-10,9431,Mutiara,C-054,,2,,1,,,,Flower & Spider
Yellow-breasted Flowerpecker,Yes,PASSERIFORMES,Flowerpeckers,MY-SepilokRDC-Aug-136,2026-08-10,9431,Sepilok,I-136,,2,,2,,,,Flower & Spider
Crimson-breasted Flowerpecker,Yes,PASSERIFORMES,Flowerpeckers,MY-TemanNegara-Aug-094,2026-08-10,9432,Mutiara,I-094,,1,,1,Mutiara only,Infrequent,,Flower & Spider
Yellow-rumped Flowerpecker,Yes,PASSERIFORMES,Flowerpeckers,MY-SepilokRDC-Aug-063,2026-08-10,9434,Sepilok,C-063,,1,,1,Sepilok only,,,Flower & Spider
Yellow-vented Flowerpecker,Yes,PASSERIFORMES,Flowerpeckers,MY-SepilokRDC-Aug-141,2026-08-10,9440,Sepilok,I-141,,2,,1,,Infrequent,,Flower & Spider
Yellow-vented Flowerpecker,Yes,PASSERIFORMES,Flowerpeckers,MY-TemanNegara-Aug-145,2026-08-10,9440,Mutiara,I-145,,2,,2,,Infrequent,,Flower & Spider
Orange-bellied Flowerpecker,Yes,PASSERIFORMES,Flowerpeckers,MY-SepilokRDC-Aug-019,2026-08-10,9454,Sepilok,C-019,,3,,1,,,,Flower & Spider
Orange-bellied Flowerpecker,Yes,PASSERIFORMES,Flowerpeckers,SG-SungeiBuloh-Aug-057,2026-08-10,9454,S-SBuloh,C-057,,3,,2,,,,Flower & Spider
Orange-bellied Flowerpecker,Yes,PASSERIFORMES,Flowerpeckers,MY-KL-FRIM-Aug-062,2026-08-17,9454,FRIM,I-062,,3,,3,,,,Flower & Spider
Plain Flowerpecker,Yes,PASSERIFORMES,Flowerpeckers,MY-SepilokRDC-Aug-109,2026-08-10,9458,Sepilok,C-109,,3,,1,,,,Flower & Spider
Plain Flowerpecker,Yes,PASSERIFORMES,Flowerpeckers,MY-KL-FRIM-Aug-099,2026-08-17,9458,FRIM,I-099,,3,,2,,,,Flower & Spider
Plain Flowerpecker,Yes,PASSERIFORMES,Flowerpeckers,MY-TemanNegara-Aug-169,2026-08-10,9458,Mutiara,I-169,,3,,3,,,,Flower & Spider
Scarlet-backed Flowerpecker,Yes,PASSERIFORMES,Flowerpeckers,SG-SungeiBuloh-Aug-028,2026-08-10,9485,S-SBuloh,C-028,,4,"Male black and white below, scarlet from crown to rump on top. Female plain brown, but distinct bright red rump.",1,,,,Flower & Spider
Scarlet-backed Flowerpecker,Yes,PASSERIFORMES,Flowerpeckers,MY-KL-FRIM-Aug-035,2026-08-17,9485,FRIM,C-035,,4,,2,,,,Flower & Spider
Scarlet-backed Flowerpecker,Yes,PASSERIFORMES,Flowerpeckers,SG-PalauUbin-Aug-035,2026-08-10,9485,S-PUbin,C-035,,4,,3,,,,Flower & Spider
Scarlet-backed Flowerpecker,Yes,PASSERIFORMES,Flowerpeckers,MY-SepilokRDC-Aug-089,2026-08-10,9485,Sepilok,C-089,,4,,4,,,,Flower & Spider
Ruby-cheeked Sunbird,Yes,PASSERIFORMES,Sunbirds and Spiderhunters,MY-SepilokRDC-Aug-027,2026-08-10,9487,Sepilok,C-027,,3,,1,,,,Flower & Spider
Ruby-cheeked Sunbird,Yes,PASSERIFORMES,Sunbirds and Spiderhunters,MY-KL-FRIM-Aug-074,2026-08-17,9487,FRIM,I-074,,3,,2,,,,Flower & Spider
Ruby-cheeked Sunbird,Yes,PASSERIFORMES,Sunbirds and Spiderhunters,MY-TemanNegara-Aug-127,2026-08-10,9487,Mutiara,I-127,,3,,3,,,,Flower & Spider
Plain Sunbird,Yes,PASSERIFORMES,Sunbirds and Spiderhunters,MY-SepilokRDC-Aug-062,2026-08-10,9492,Sepilok,C-062,,2,,1,,,,Flower & Spider
Plain Sunbird,Yes,PASSERIFORMES,Sunbirds and Spiderhunters,MY-TemanNegara-Aug-143,2026-08-10,9492,Mutiara,I-143,,2,,2,,,,Flower & Spider
Brown-throated Sunbird,Yes,PASSERIFORMES,Sunbirds and Spiderhunters,MY-SepilokRDC-Aug-007,2026-08-10,9493,Sepilok,C-007,,5,,1,Widespread,,,Flower & Spider
Brown-throated Sunbird,Yes,PASSERIFORMES,Sunbirds and Spiderhunters,SG-SungeiBuloh-Aug-015,2026-08-10,9493,S-SBuloh,C-015,,5,,2,Widespread,,,Flower & Spider
Brown-throated Sunbird,Yes,PASSERIFORMES,Sunbirds and Spiderhunters,SG-PalauUbin-Aug-020,2026-08-10,9493,S-PUbin,C-020,,5,,3,Widespread,,,Flower & Spider
Brown-throated Sunbird,Yes,PASSERIFORMES,Sunbirds and Spiderhunters,MY-KL-FRIM-Aug-034,2026-08-17,9493,FRIM,C-034,,5,,4,Widespread,,,Flower & Spider
Brown-throated Sunbird,Yes,PASSERIFORMES,Sunbirds and Spiderhunters,MY-TemanNegara-Aug-092,2026-08-10,9493,Mutiara,I-092,,5,,5,Widespread,,,Flower & Spider
Red-throated Sunbird,Yes,PASSERIFORMES,Sunbirds and Spiderhunters,MY-SepilokRDC-Aug-075,2026-08-10,9495,Sepilok,C-075,,1,,1,Sepilok only,,,Flower & Spider
Van Hasselt's Sunbird,Yes,PASSERIFORMES,Sunbirds and Spiderhunters,MY-SepilokRDC-Aug-100,2026-08-10,9530,Sepilok,C-100,,1,,1,Sepilok only,,,Flower & Spider
Copper-throated Sunbird,Yes,PASSERIFORMES,Sunbirds and Spiderhunters,SG-SungeiBuloh-Aug-063,2026-08-10,9533,S-SBuloh,C-063,,3,,1,,,,Flower & Spider
Copper-throated Sunbird,Yes,PASSERIFORMES,Sunbirds and Spiderhunters,MY-SepilokRDC-Aug-088,2026-08-10,9533,Sepilok,C-088,,3,,2,,,,Flower & Spider
Copper-throated Sunbird,Yes,PASSERIFORMES,Sunbirds and Spiderhunters,SG-PalauUbin-Aug-078,2026-08-10,9533,S-PUbin,I-078,,3,,3,,,,Flower & Spider
Ornate Sunbird,Yes,PASSERIFORMES,Sunbirds and Spiderhunters,SG-SungeiBuloh-Aug-008,2026-08-10,9586,S-SBuloh,C-008,,4,"Olive back, yellow belly, white tail edges in flight. Female similar to Brown-throated, which has thicker bill and lacks white patches.",1,,,,Flower & Spider
Ornate Sunbird,Yes,PASSERIFORMES,Sunbirds and Spiderhunters,SG-PalauUbin-Aug-009,2026-08-10,9586,S-PUbin,C-009,,4,,2,,,,Flower & Spider
Ornate Sunbird,Yes,PASSERIFORMES,Sunbirds and Spiderhunters,MY-SepilokRDC-Aug-039,2026-08-10,9586,Sepilok,C-039,,4,,3,,,,Flower & Spider
Ornate Sunbird,Yes,PASSERIFORMES,Sunbirds and Spiderhunters,MY-KL-FRIM-Aug-051,2026-08-17,9586,FRIM,C-051,,4,,4,,,,Flower & Spider
Crimson Sunbird,Yes,PASSERIFORMES,Sunbirds and Spiderhunters,MY-SepilokRDC-Aug-009,2026-08-10,9612,Sepilok,C-009,,3,,1,,,,Flower & Spider
Crimson Sunbird,Yes,PASSERIFORMES,Sunbirds and Spiderhunters,SG-SungeiBuloh-Aug-030,2026-08-10,9612,S-SBuloh,C-030,,3,,2,,,,Flower & Spider
Crimson Sunbird,Yes,PASSERIFORMES,Sunbirds and Spiderhunters,SG-PalauUbin-Aug-060,2026-08-10,9612,S-PUbin,C-060,,3,,3,,,,Flower & Spider
Purple-naped Spiderhunter,Yes,PASSERIFORMES,Sunbirds and Spiderhunters,MY-TemanNegara-Aug-026,2026-08-10,9624,Mutiara,C-026,,2,,1,,,,Flower & Spider
Purple-naped Spiderhunter,Yes,PASSERIFORMES,Sunbirds and Spiderhunters,MY-SepilokRDC-Aug-050,2026-08-10,9624,Sepilok,C-050,,2,,2,,,,Flower & Spider
Thick-billed Spiderhunter,Yes,PASSERIFORMES,Sunbirds and Spiderhunters,MY-SepilokRDC-Aug-092,2026-08-10,9625,Sepilok,C-092,,2,,1,,,,Flower & Spider
Thick-billed Spiderhunter,Yes,PASSERIFORMES,Sunbirds and Spiderhunters,MY-TemanNegara-Aug-179,2026-08-10,9625,Mutiara,I-179,,2,,2,,,,Flower & Spider
Long-billed Spiderhunter,Yes,PASSERIFORMES,Sunbirds and Spiderhunters,MY-SepilokRDC-Aug-078,2026-08-10,9626,Sepilok,C-078,,2,,1,,,,Flower & Spider
Long-billed Spiderhunter,Yes,PASSERIFORMES,Sunbirds and Spiderhunters,MY-TemanNegara-Aug-146,2026-08-10,9626,Mutiara,I-146,,2,,2,,,,Flower & Spider
Little Spiderhunter,Yes,PASSERIFORMES,Sunbirds and Spiderhunters,MY-SepilokRDC-Aug-023,2026-08-10,9629,Sepilok,C-023,,4,,1,,,,Flower & Spider
Little Spiderhunter,Yes,PASSERIFORMES,Sunbirds and Spiderhunters,SG-SungeiBuloh-Aug-071,2026-08-10,9629,S-SBuloh,C-071,,4,,2,,,,Flower & Spider
Little Spiderhunter,Yes,PASSERIFORMES,Sunbirds and Spiderhunters,MY-KL-FRIM-Aug-079,2026-08-17,9629,FRIM,I-079,,4,,3,,,,Flower & Spider
Little Spiderhunter,Yes,PASSERIFORMES,Sunbirds and Spiderhunters,MY-TemanNegara-Aug-113,2026-08-10,9629,Mutiara,I-113,,4,,4,,,,Flower & Spider
Yellow-eared Spiderhunter,Yes,PASSERIFORMES,Sunbirds and Spiderhunters,MY-SepilokRDC-Aug-114,2026-08-10,9632,Sepilok,I-114,,2,,1,,,,Flower & Spider
Yellow-eared Spiderhunter,Yes,PASSERIFORMES,Sunbirds and Spiderhunters,MY-TemanNegara-Aug-147,2026-08-10,9632,Mutiara,I-147,,2,,2,,,,Flower & Spider
Spectacled Spiderhunter,Yes,PASSERIFORMES,Sunbirds and Spiderhunters,MY-KL-FRIM-Aug-043,2026-08-17,9633,FRIM,C-043,,3,,1,,,,Flower & Spider
Spectacled Spiderhunter,Yes,PASSERIFORMES,Sunbirds and Spiderhunters,MY-SepilokRDC-Aug-111,2026-08-10,9633,Sepilok,I-111,,3,,2,,,,Flower & Spider
Spectacled Spiderhunter,Yes,PASSERIFORMES,Sunbirds and Spiderhunters,MY-TemanNegara-Aug-139,2026-08-10,9633,Mutiara,I-139,,3,,3,,,,Flower & Spider
Gray-breasted Spiderhunter,Yes,PASSERIFORMES,Sunbirds and Spiderhunters,MY-TemanNegara-Aug-071,2026-08-10,9636,Mutiara,C-071,,2,,1,,,,Flower & Spider
Gray-breasted Spiderhunter,Yes,PASSERIFORMES,Sunbirds and Spiderhunters,MY-KL-FRIM-Aug-075,2026-08-17,9636,FRIM,I-075,,2,,2,,,,Flower & Spider
Asian Fairy-bluebird,Yes,PASSERIFORMES,Fairy-bluebirds,MY-TemanNegara-Aug-013,2026-08-10,9638,Mutiara,C-013,New,3,,1,,,,Stately Perchers
Asian Fairy-bluebird,Yes,PASSERIFORMES,Fairy-bluebirds,SG-SungeiBuloh-Aug-073,2026-08-10,9638,S-SBuloh,C-073,New,3,,2,,,,Stately Perchers
Asian Fairy-bluebird,Yes,PASSERIFORMES,Fairy-bluebirds,MY-SepilokRDC-Aug-145,2026-08-10,9638,Sepilok,I-145,New,3,,3,,,,Stately Perchers
Greater Green Leafbird,Yes,PASSERIFORMES,Leafbirds,MY-SepilokRDC-Aug-073,2026-08-10,9643,Sepilok,C-073,New,3,"Very similar to Lesser. Larger. Male has more extensive black mask, no yellow on forehead. Female has yellow (not green) throat.",1,,,,Reed & Leaf
Greater Green Leafbird,Yes,PASSERIFORMES,Leafbirds,MY-KL-FRIM-Aug-087,2026-08-17,9643,FRIM,I-087,New,3,,2,,,,Reed & Leaf
Greater Green Leafbird,Yes,PASSERIFORMES,Leafbirds,MY-TemanNegara-Aug-100,2026-08-10,9643,Mutiara,I-100,New,3,,3,,,,Reed & Leaf
Lesser Green Leafbird,Yes,PASSERIFORMES,Leafbirds,MY-SepilokRDC-Aug-025,2026-08-10,9644,Sepilok,C-025,New,3,"Very similar to Greater. Male has smaller black mask, traces of yellow on forehead. No blue on wings.",1,,,,Reed & Leaf
Lesser Green Leafbird,Yes,PASSERIFORMES,Leafbirds,MY-KL-FRIM-Aug-055,2026-08-17,9644,FRIM,C-055,New,3,,2,,,,Reed & Leaf
Lesser Green Leafbird,Yes,PASSERIFORMES,Leafbirds,MY-TemanNegara-Aug-060,2026-08-10,9644,Mutiara,C-060,New,3,,3,,,,Reed & Leaf
Blue-winged Leafbird,Yes,PASSERIFORMES,Leafbirds,MY-TemanNegara-Aug-031,2026-08-10,9645,Mutiara,C-031,New,3,Vivid blue highlights on wings (unlike other leafbirds). Male has yellow-tinged head; female green headed with blue smudge on throat.,1,,,,Reed & Leaf
Blue-winged Leafbird,Yes,PASSERIFORMES,Leafbirds,MY-KL-FRIM-Aug-069,2026-08-17,9645,FRIM,I-069,New,3,,2,,,,Reed & Leaf
Blue-winged Leafbird,Yes,PASSERIFORMES,Leafbirds,SG-SungeiBuloh-Aug-112,2026-08-10,9645,S-SBuloh,I-112,New,3,,3,,,,Reed & Leaf
Golden-backed Weaver,Yes,PASSERIFORMES,Weavers and Allies,SG-PalauUbin-Aug-058,2026-08-10,9725,S-PUbin,C-058,,2,,1,Sing only,,,Reed & Leaf
Golden-backed Weaver,Yes,PASSERIFORMES,Weavers and Allies,SG-SungeiBuloh-Aug-100,2026-08-10,9725,S-SBuloh,I-100,,2,,2,Sing only,,,Reed & Leaf
Baya Weaver,Yes,PASSERIFORMES,Weavers and Allies,SG-PalauUbin-Aug-047,2026-08-10,9742,S-PUbin,C-047,,4,,1,,,,Reed & Leaf
Baya Weaver,Yes,PASSERIFORMES,Weavers and Allies,MY-KL-FRIM-Aug-048,2026-08-17,9742,FRIM,C-048,,4,,2,,,,Reed & Leaf
Baya Weaver,Yes,PASSERIFORMES,Weavers and Allies,MY-SepilokRDC-Aug-103,2026-08-10,9742,Sepilok,C-103,,4,,3,,,,Reed & Leaf
Baya Weaver,Yes,PASSERIFORMES,Weavers and Allies,SG-SungeiBuloh-Aug-121,2026-08-10,9742,S-SBuloh,I-121,,4,,4,,,,Reed & Leaf
Asian Golden Weaver,Yes,PASSERIFORMES,Weavers and Allies,SG-PalauUbin-Aug-099,2026-08-10,9743,S-PUbin,I-099,,1,,1,Sing only,Infrequent,,Reed & Leaf
Scaly-breasted Munia,No,PASSERIFORMES,Waxbills and Allies,SG-PalauUbin-Aug-036,2026-08-10,9804,S-PUbin,C-036,,5,,1,Widespread,,Yes,Reed & Leaf
Scaly-breasted Munia,No,PASSERIFORMES,Waxbills and Allies,SG-SungeiBuloh-Aug-069,2026-08-10,9804,S-SBuloh,C-069,,5,,2,Widespread,,Yes,Reed & Leaf
Scaly-breasted Munia,No,PASSERIFORMES,Waxbills and Allies,MY-SepilokRDC-Aug-107,2026-08-10,9804,Sepilok,C-107,,5,,3,Widespread,,Yes,Reed & Leaf
Scaly-breasted Munia,No,PASSERIFORMES,Waxbills and Allies,MY-KL-FRIM-Aug-086,2026-08-17,9804,FRIM,I-086,,5,,4,Widespread,,Yes,Reed & Leaf
Scaly-breasted Munia,No,PASSERIFORMES,Waxbills and Allies,MY-TemanNegara-Aug-095,2026-08-10,9804,Mutiara,I-095,,5,,5,Widespread,,Yes,Reed & Leaf
White-rumped Munia,Yes,PASSERIFORMES,Waxbills and Allies,MY-KL-FRIM-Aug-081,2026-08-17,9807,FRIM,I-081,,1,,1,FRIM only,,,Reed & Leaf
Dusky Munia,Yes,PASSERIFORMES,Waxbills and Allies,MY-SepilokRDC-Aug-042,2026-08-10,9808,Sepilok,C-042,,1,,1,Sepilok only,,,Reed & Leaf
White-bellied Munia,Yes,PASSERIFORMES,Waxbills and Allies,MY-TemanNegara-Aug-164,2026-08-10,9809,Mutiara,I-164,,1,,1,Mutiara only,Infrequent,,Reed & Leaf
Javan Munia,Yes,PASSERIFORMES,Waxbills and Allies,SG-SungeiBuloh-Aug-097,2026-08-10,9810,S-SBuloh,I-097,,1,,1,Sing only,Infrequent,,Reed & Leaf
Chestnut Munia,No,PASSERIFORMES,Waxbills and Allies,MY-SepilokRDC-Aug-032,2026-08-10,9812,Sepilok,C-032,,4,,1,,,Yes,Reed & Leaf
Chestnut Munia,No,PASSERIFORMES,Waxbills and Allies,SG-PalauUbin-Aug-082,2026-08-10,9812,S-PUbin,I-082,,4,,2,,,Yes,Reed & Leaf
Chestnut Munia,No,PASSERIFORMES,Waxbills and Allies,MY-KL-FRIM-Aug-100,2026-08-17,9812,FRIM,I-100,,4,,3,,,Yes,Reed & Leaf
Chestnut Munia,No,PASSERIFORMES,Waxbills and Allies,SG-SungeiBuloh-Aug-120,2026-08-10,9812,S-SBuloh,I-120,,4,,4,,,Yes,Reed & Leaf
White-headed Munia,Yes,PASSERIFORMES,Waxbills and Allies,SG-PalauUbin-Aug-088,2026-08-10,9814,S-PUbin,I-088,,2,,1,Sing only,Infrequent,,Reed & Leaf
White-headed Munia,Yes,PASSERIFORMES,Waxbills and Allies,SG-SungeiBuloh-Aug-110,2026-08-10,9814,S-SBuloh,I-110,,2,,2,Sing only,Infrequent,,Reed & Leaf
Common Waxbill,No,PASSERIFORMES,Waxbills and Allies,SG-PalauUbin-Aug-062,2026-08-10,9873,S-PUbin,C-062,,2,,1,Sing only,,Yes,Reed & Leaf
Common Waxbill,No,PASSERIFORMES,Waxbills and Allies,SG-SungeiBuloh-Aug-109,2026-08-10,9873,S-SBuloh,I-109,,2,,2,Sing only,,Yes,Reed & Leaf
Crimson-rumped Waxbill,Yes,PASSERIFORMES,Waxbills and Allies,SG-PalauUbin-Aug-086,2026-08-10,9876,S-PUbin,I-086,,1,,1,Sing only,Infrequent,,Reed & Leaf
Eurasian Tree Sparrow,No,PASSERIFORMES,Old World Sparrows,MY-KL-FRIM-Aug-013,2026-08-17,9973,FRIM,C-013,,5,,1,Widespread,,Yes,Reed & Leaf
Eurasian Tree Sparrow,No,PASSERIFORMES,Old World Sparrows,MY-SepilokRDC-Aug-022,2026-08-10,9973,Sepilok,C-022,,5,,2,Widespread,,Yes,Reed & Leaf
Eurasian Tree Sparrow,No,PASSERIFORMES,Old World Sparrows,SG-PalauUbin-Aug-032,2026-08-10,9973,S-PUbin,C-032,,5,,3,Widespread,,Yes,Reed & Leaf
Eurasian Tree Sparrow,No,PASSERIFORMES,Old World Sparrows,MY-TemanNegara-Aug-039,2026-08-10,9973,Mutiara,C-039,,5,,4,Widespread,,Yes,Reed & Leaf
